student_id,department,attendance_rate,previous_gpa,attendance_trend,marks_trend,algorithms_internal,algorithms_external,algorithms_attendance,data_structures_internal,data_structures_external,data_structures_attendance,database_systems_internal,database_systems_external,database_systems_attendance,operating_systems_internal,operating_systems_external,operating_systems_attendance,software_engineering_internal,software_engineering_external,software_engineering_attendance,dsa_lab_internal,dsa_lab_external,dsa_lab_attendance,dbms_lab_internal,dbms_lab_external,dbms_lab_attendance,computer_networks_lab_internal,computer_networks_lab_external,computer_networks_lab_attendance,computer_graphics_lab_internal,computer_graphics_lab_external,computer_graphics_lab_attendance,data_science_lab_internal,data_science_lab_external,data_science_lab_attendance,performance_score,performance_band,at_risk,risk_score
STU-1020,CSE,77.98,6.15,-1.61,-1.09,15.45,21.36,80.69,17.25,51.38,82.38,23.45,31.04,83.13,15.22,55.67,90.2,23.62,42.34,83.64,12.33,18.62,82.64,26.54,26.53,78.13,22.19,35.78,74.58,23.07,46.62,79.1,15.09,44.53,74.0,58.38,Medium,Yes,65.3
STU-1021,CSE,63.49,8.03,-4.81,-1.03,18.28,36.88,63.22,15.66,45.18,59.84,15.34,15.77,72.97,23.73,32.93,70.31,14.88,40.39,58.19,18.61,54.69,59.47,18.3,56.15,64.11,17.04,48.61,73.42,25.28,25.13,50.75,25.0,40.69,41.49,63.38,Medium,Yes,65.1
STU-1022,CSE,62.91,8.94,1.81,-1.35,16.35,38.41,59.78,23.82,31.06,72.26,21.43,25.7,59.71,22.47,45.59,66.7,17.06,53.32,58.92,30.0,25.21,89.89,15.24,64.07,71.18,15.45,53.99,57.95,21.37,47.22,59.41,17.84,50.11,53.87,68.88,Medium,No,32.7
STU-1023,CSE,54.6,6.41,-4.96,-5.52,15.67,59.32,58.88,13.47,29.95,33.23,24.55,55.33,43.71,23.25,70.0,39.2,16.92,21.58,64.08,19.52,39.03,56.87,17.22,38.98,57.34,16.95,37.97,53.03,20.46,54.02,60.43,12.5,66.12,55.19,64.65,Medium,Yes,69.4
STU-1024,CSE,80.86,7.84,-21.24,2.1,18.34,31.45,100.0,30.0,70.0,82.08,21.72,67.37,78.45,22.71,48.41,100.0,27.18,42.93,96.11,19.98,36.81,78.01,20.74,33.22,75.68,12.78,32.66,83.21,25.21,58.71,85.16,12.35,32.08,78.89,69.33,Medium,No,62.5
STU-1025,CSE,83.18,6.26,9.22,-9.66,24.81,36.65,70.98,27.24,33.98,71.9,21.14,44.25,78.18,20.0,31.11,78.06,19.82,14.46,92.73,13.14,30.92,93.18,22.85,46.31,66.1,16.97,41.76,81.74,25.71,70.0,89.33,17.33,63.22,77.28,62.26,Medium,Yes,69.3
STU-1026,CSE,78.47,7.13,2.43,39.85,6.88,26.26,54.76,18.08,42.33,62.55,15.73,23.6,77.2,15.73,60.15,80.17,28.02,38.18,99.92,20.01,37.07,100.0,10.86,36.71,61.82,10.81,13.99,84.64,13.35,41.18,87.39,22.32,51.21,90.61,56.8,Medium,Yes,63.2
STU-1027,CSE,89.48,6.67,-3.14,-21.14,28.05,26.22,94.31,18.64,42.8,74.36,17.34,38.66,100.0,14.22,9.22,89.42,13.72,42.91,96.09,19.5,38.53,87.91,24.24,27.68,96.76,14.98,54.03,74.05,22.71,43.47,90.44,24.79,32.68,89.23,58.17,Medium,Yes,91.9
STU-1028,CSE,76.32,8.22,-9.66,-8.77,21.52,40.51,83.49,21.65,36.3,88.93,22.81,32.36,67.79,18.9,51.71,54.18,16.0,36.34,61.94,14.89,47.06,71.43,17.95,24.32,74.18,12.48,66.89,93.75,17.63,28.16,84.86,22.96,70.0,97.73,65.94,Medium,No,59.1
STU-1029,CSE,80.88,6.69,-14.7,-7.59,9.87,62.38,78.66,22.75,56.67,88.24,25.0,36.6,71.35,25.93,31.92,99.49,16.18,39.29,78.98,12.29,21.93,90.0,11.4,70.0,79.94,14.85,51.3,56.26,18.33,41.92,68.22,16.84,67.89,82.71,65.29,Medium,Yes,85.9
STU-1030,CSE,79.56,8.71,2.24,30.61,22.0,33.2,66.32,18.79,8.14,68.59,13.74,14.42,86.05,19.35,35.7,86.27,11.78,24.85,90.73,30.0,55.26,84.27,17.09,36.62,81.83,26.86,51.4,89.14,15.42,54.25,72.84,20.7,54.24,74.25,63.08,Medium,Yes,56.9
STU-1031,CSE,73.63,7.21,16.13,-19.8,14.91,50.44,72.28,20.68,54.86,86.7,23.32,52.98,68.62,18.27,51.82,69.99,22.25,32.77,92.92,20.97,46.92,68.8,29.57,26.2,66.6,24.27,48.59,67.86,17.26,40.64,74.65,27.77,54.08,83.86,67.94,Medium,No,55.8
STU-1032,CSE,67.04,6.72,2.03,6.39,17.83,52.74,51.49,20.91,46.77,85.25,27.79,41.12,58.87,16.05,40.58,80.06,22.07,52.77,75.15,15.03,34.36,72.24,16.11,22.1,56.21,25.27,39.39,69.3,14.84,50.69,64.34,22.23,37.83,72.08,63.12,Medium,Yes,56.9
STU-1033,CSE,100.0,6.0,-13.83,3.73,17.36,43.8,97.28,20.13,49.19,95.05,19.4,47.8,100.0,19.62,31.69,100.0,23.35,25.0,86.79,16.69,42.12,78.03,22.87,42.26,76.49,14.43,40.49,82.27,24.85,47.8,100.0,14.85,51.17,93.39,60.57,Medium,No,60.2
STU-1034,CSE,68.22,7.8,2.25,5.0,19.04,50.29,67.52,24.04,47.09,63.59,24.21,60.8,69.1,26.68,41.47,66.94,20.02,43.05,65.12,16.43,30.09,69.33,25.99,57.21,72.1,26.25,45.29,58.33,18.25,44.09,63.1,23.05,59.03,50.9,70.89,Medium,No,29.1
STU-1035,CSE,65.01,8.57,-0.53,18.55,19.27,1.45,64.1,19.49,70.0,79.77,24.66,30.6,54.84,14.52,67.9,55.91,18.07,31.5,52.43,21.66,47.3,42.77,13.49,48.83,64.29,18.0,54.09,50.58,17.03,52.77,58.52,21.56,27.81,56.77,67.08,Medium,Yes,53.7
STU-1036,CSE,81.51,7.83,8.64,18.24,11.09,14.14,76.75,22.25,43.28,93.11,18.04,13.2,84.95,14.61,46.89,58.66,18.62,55.54,87.31,18.75,44.23,76.54,18.51,54.4,74.01,16.74,21.31,87.98,18.4,26.06,89.73,19.49,33.05,89.89,58.11,Medium,Yes,61.9
STU-1037,CSE,78.78,10.0,6.07,-6.76,18.02,20.64,87.82,15.53,70.0,73.78,9.65,70.0,77.67,21.01,49.91,64.63,8.89,70.0,62.6,27.92,52.08,79.99,17.39,70.0,71.31,16.4,54.28,71.51,14.67,43.33,85.12,29.13,70.0,60.34,79.59,High,Yes,48.5
STU-1038,CSE,53.93,9.22,-29.86,2.91,24.95,29.45,44.06,17.04,35.16,42.71,8.11,65.92,62.4,19.66,29.72,65.77,19.43,35.61,36.98,22.44,39.22,56.03,20.59,53.77,55.59,18.22,52.56,62.93,27.48,27.44,64.55,11.81,59.46,47.52,67.3,Medium,Yes,77.5
STU-1039,CSE,91.84,7.13,5.45,-27.96,23.96,66.64,93.63,19.76,43.52,87.13,25.62,43.38,70.09,24.42,57.47,92.27,16.06,27.6,83.99,20.99,17.35,96.08,20.36,64.31,98.85,16.38,19.64,83.63,26.91,49.42,97.81,16.85,52.27,76.64,66.66,Medium,Yes,86.9
STU-1040,CSE,73.59,7.12,-10.03,1.49,24.68,27.67,53.84,30.0,47.02,74.66,10.65,54.34,82.45,19.0,58.35,85.29,22.63,12.51,62.07,28.43,46.24,74.46,15.84,35.44,85.51,27.49,56.96,79.1,23.13,43.94,61.55,12.9,64.72,73.26,66.96,Medium,Yes,68.1
STU-1041,CSE,58.34,8.06,-14.22,-11.91,22.39,48.16,60.95,21.72,55.46,50.66,25.91,33.93,60.73,14.09,42.5,51.74,20.12,56.03,59.1,29.8,56.94,56.05,19.57,50.67,65.38,13.83,54.55,46.26,22.7,61.5,61.33,8.37,18.26,63.96,70.64,Medium,Yes,85.0
STU-1042,CSE,92.83,6.49,-1.88,-2.8,7.73,54.15,100.0,25.68,41.38,97.22,21.04,22.91,100.0,26.95,55.34,87.8,23.7,64.46,100.0,25.13,21.12,96.81,23.23,60.58,97.99,27.76,17.58,98.42,22.39,58.54,100.0,15.56,67.63,100.0,67.33,Medium,No,38.9
STU-1043,CSE,84.39,8.9,4.11,-25.28,19.06,31.37,86.35,21.43,50.12,78.12,23.05,38.92,96.55,28.55,32.81,84.98,24.86,49.14,70.86,24.32,35.91,86.39,15.03,56.92,80.17,24.5,41.78,79.57,22.06,28.88,100.0,20.93,36.51,80.39,67.68,Medium,No,62.7
STU-1044,CSE,56.03,7.93,-16.41,6.07,20.09,59.94,47.09,18.16,44.26,71.46,25.0,68.85,56.34,27.16,64.01,63.0,23.88,36.08,74.31,18.77,53.4,62.8,13.14,44.23,58.07,19.43,44.41,70.96,15.86,25.97,50.17,23.72,57.63,62.09,72.74,Medium,Yes,51.9
STU-1045,CSE,100.0,7.81,7.05,-25.45,24.56,48.84,94.82,15.27,26.07,97.73,23.94,48.55,100.0,14.72,70.0,91.75,20.6,60.05,100.0,15.97,57.13,86.6,28.71,49.23,97.47,12.92,27.72,99.48,29.46,48.49,100.0,21.93,70.0,95.59,72.24,Medium,No,58.3
STU-1046,CSE,84.88,8.32,7.63,2.22,27.83,39.02,77.85,19.6,43.73,90.5,8.38,47.22,78.89,16.38,25.56,81.23,17.42,38.6,68.5,20.49,33.13,68.53,17.26,33.39,85.29,17.19,23.26,76.0,11.37,62.06,97.86,27.09,36.15,97.85,61.13,Medium,No,38.9
STU-1047,CSE,74.85,9.57,0.47,-18.4,22.03,32.67,68.56,19.14,46.54,78.48,19.99,39.77,88.37,19.43,42.43,72.67,19.43,24.56,64.82,30.0,20.24,77.56,21.71,60.19,78.51,29.45,48.59,88.33,25.2,68.13,75.1,21.99,39.46,76.44,70.75,Medium,No,51.3
STU-1048,CSE,98.85,7.71,-8.68,-12.74,21.07,13.84,97.42,24.45,24.75,88.99,25.78,65.15,92.65,20.87,43.83,100.0,17.33,39.32,100.0,14.98,37.53,100.0,27.62,27.1,91.75,22.96,56.2,100.0,19.42,46.94,83.78,20.51,67.23,85.65,66.48,Medium,Yes,81.8
STU-1049,CSE,77.39,7.36,-9.79,17.32,16.08,39.05,74.05,29.21,31.02,66.07,23.86,35.3,85.27,19.01,51.89,61.71,22.28,48.27,74.84,13.84,48.25,84.63,17.34,37.33,85.33,28.55,59.09,79.68,18.78,44.59,64.13,19.23,61.8,77.79,68.86,Medium,No,45.8
STU-1050,CSE,74.58,9.31,10.26,8.82,16.87,34.23,74.26,13.83,31.37,89.91,14.82,32.98,77.49,17.79,46.33,83.21,12.26,56.31,68.75,18.57,70.0,60.55,22.95,61.92,67.74,16.66,39.47,67.68,20.33,58.39,70.95,24.64,66.02,78.89,72.76,Medium,No,27.2
STU-1051,CSE,65.1,8.66,-15.11,17.24,22.63,36.09,38.87,22.93,56.95,67.52,24.55,36.78,70.28,27.36,54.99,78.52,26.75,26.68,72.29,16.84,28.39,62.24,28.77,36.84,47.51,12.78,52.18,57.51,9.78,23.92,66.76,23.9,38.31,71.59,65.48,Medium,Yes,77.2
STU-1052,CSE,83.73,7.11,10.64,23.4,24.57,33.24,82.52,17.0,53.08,77.61,13.93,45.79,94.83,22.55,60.1,92.92,20.21,36.04,75.03,12.07,62.84,80.42,11.48,63.51,84.67,24.84,41.08,75.8,22.23,52.93,80.93,26.57,59.18,89.38,70.08,Medium,No,29.9
STU-1053,CSE,82.15,7.51,-1.65,-11.59,14.45,26.24,94.14,9.06,43.64,83.62,17.55,44.47,86.35,17.06,58.22,87.97,19.1,32.6,81.24,30.0,33.64,97.46,11.22,32.09,76.72,24.75,45.83,95.25,18.34,44.19,78.86,30.0,28.2,77.07,61.67,Medium,No,54.7
STU-1054,CSE,75.22,7.73,-0.96,22.48,15.11,53.6,63.81,29.11,46.21,79.34,22.32,44.7,76.44,20.42,52.79,67.0,15.04,57.31,75.2,9.97,37.87,90.52,19.2,37.04,60.27,17.16,27.54,79.51,20.25,39.55,67.6,27.63,34.42,68.2,64.78,Medium,No,36.7
STU-1055,CSE,63.15,7.93,-17.08,-21.98,18.79,43.45,67.97,24.65,57.83,87.45,11.54,48.46,57.95,30.0,47.63,42.85,22.17,49.0,70.73,16.38,49.92,60.45,16.64,50.14,64.68,25.25,45.4,69.19,13.96,65.92,55.38,24.51,48.95,64.51,71.78,Medium,No,80.2
STU-1056,CSE,76.95,5.87,-1.47,11.19,23.8,12.9,71.21,23.73,70.0,76.71,7.81,40.24,76.35,25.55,45.73,64.18,24.82,53.52,69.96,23.6,36.8,73.97,17.35,40.35,86.02,11.07,61.56,78.71,18.05,45.31,67.86,11.84,31.79,57.99,61.91,Medium,Yes,60.3
STU-1057,CSE,73.95,5.65,6.14,-7.4,13.24,20.66,86.19,13.58,44.38,85.12,24.25,40.57,71.05,20.9,70.0,78.08,23.34,70.0,76.73,25.74,52.17,78.58,15.18,28.06,68.83,24.41,57.52,87.28,19.94,53.07,79.37,19.46,40.18,59.1,65.87,Medium,Yes,63.0
STU-1058,CSE,55.0,6.44,-13.36,-13.95,19.24,43.44,66.34,26.16,47.19,75.63,20.95,60.49,54.0,14.3,38.62,69.74,18.68,38.0,54.96,18.05,62.91,73.85,20.03,53.11,64.72,20.54,31.83,50.9,22.06,50.91,37.08,17.82,33.94,63.82,65.99,Medium,Yes,70.8
STU-1059,CSE,52.92,6.34,4.99,9.22,16.51,38.08,47.96,23.96,59.53,57.86,25.53,63.53,34.82,22.96,39.45,40.36,18.4,55.96,67.48,13.27,54.28,72.58,29.15,0.0,74.71,24.81,10.39,45.27,26.29,50.4,47.18,20.33,53.19,47.13,64.54,Medium,Yes,55.5
STU-1060,CSE,83.48,6.73,0.89,14.17,19.36,58.45,76.47,13.22,35.44,74.59,16.98,19.09,85.83,24.34,32.82,76.96,19.06,31.33,93.32,15.56,37.11,75.84,25.04,41.53,100.0,21.77,62.38,80.23,15.29,44.5,76.69,10.01,60.2,83.8,62.33,Medium,Yes,57.7
STU-1061,CSE,35.97,8.26,-6.44,13.73,16.5,50.64,36.44,27.05,51.49,34.4,23.47,44.46,37.81,26.13,27.47,27.34,17.9,40.9,47.54,12.93,44.56,30.46,28.5,58.26,38.36,24.84,25.21,56.25,15.79,63.85,41.49,21.32,63.23,45.94,71.19,Medium,Yes,38.5
STU-1062,CSE,78.08,7.3,8.55,3.22,20.54,38.68,79.31,19.49,50.31,88.29,22.34,47.77,71.54,21.62,19.56,70.11,23.03,58.28,77.87,21.0,50.55,84.9,18.99,30.26,81.95,29.79,31.16,76.81,18.07,70.0,68.47,19.2,39.53,65.54,66.42,Medium,No,33.6
STU-1063,CSE,67.83,7.74,-22.02,1.98,13.46,53.53,74.92,17.2,66.13,45.32,13.71,32.63,67.74,17.75,41.98,72.68,27.29,57.04,68.39,19.6,61.52,86.67,23.19,37.65,70.42,22.9,36.67,76.49,21.32,62.47,58.06,11.29,39.11,68.07,69.56,Medium,No,63.5
STU-1064,CSE,94.62,6.03,3.47,7.9,11.0,35.87,100.0,22.67,47.07,84.07,26.25,38.74,95.57,22.04,47.57,100.0,22.88,50.08,93.76,22.16,41.85,96.52,18.29,37.51,85.46,18.64,39.95,100.0,24.96,42.99,90.39,23.08,70.0,100.0,65.3,Medium,No,34.7
STU-1065,CSE,67.6,6.95,16.19,4.56,11.4,57.95,78.0,30.0,41.27,68.98,22.25,33.54,59.05,22.0,21.85,54.43,24.08,52.47,80.1,22.32,45.16,80.49,17.89,40.0,66.95,22.25,44.0,52.75,18.67,44.53,68.75,17.75,52.58,51.49,67.19,Medium,No,32.8
STU-1066,CSE,84.89,8.2,14.4,8.12,22.08,70.0,78.82,20.29,41.29,82.59,14.86,70.0,88.75,16.65,33.23,85.51,9.16,60.79,79.75,21.94,51.53,94.55,22.46,56.15,95.08,18.35,70.0,88.42,19.86,32.38,82.82,22.01,46.43,100.0,73.87,Medium,No,26.1
STU-1067,CSE,69.05,8.21,3.9,3.06,18.05,55.19,57.79,30.0,27.1,89.79,19.32,11.48,82.57,20.41,38.2,75.46,23.32,51.22,80.4,21.26,54.75,63.83,23.83,37.24,57.8,18.97,40.86,78.32,12.73,61.4,62.82,7.68,26.89,65.97,64.51,Medium,Yes,55.5
STU-1068,CSE,76.71,6.63,-3.02,12.64,22.22,43.0,64.61,16.11,27.11,79.29,19.55,54.21,59.0,17.33,70.0,83.12,18.52,30.19,87.78,27.66,27.77,66.17,21.39,50.58,81.53,29.22,30.43,77.1,23.61,55.66,70.23,16.96,38.11,93.74,65.3,Medium,No,39.2
STU-1069,CSE,86.05,7.69,-6.36,-24.41,15.11,40.14,93.81,14.56,48.87,67.06,20.96,45.79,87.69,15.66,48.42,85.66,26.5,54.57,71.56,15.84,35.75,87.86,19.15,42.4,100.0,17.44,65.86,84.58,9.11,47.87,97.24,23.17,48.84,86.29,68.14,Medium,No,70.7
STU-1070,CSE,68.06,10.0,-3.03,-1.97,17.53,58.44,63.72,16.8,51.16,65.06,26.4,52.01,60.28,14.28,36.4,91.44,18.81,56.37,55.01,14.58,42.17,85.07,13.55,35.55,77.08,27.96,51.56,74.82,15.52,25.16,56.6,15.63,48.38,55.87,70.22,Medium,No,36.7
STU-1071,CSE,89.95,7.48,5.44,-20.76,21.25,40.27,84.32,24.43,30.61,100.0,24.15,30.15,100.0,14.46,64.4,93.28,12.1,25.57,85.9,24.34,42.44,87.99,20.2,15.07,98.19,26.7,56.84,85.71,15.57,28.77,78.62,30.0,43.82,99.0,63.11,Medium,Yes,81.8
STU-1072,CSE,60.09,6.67,-8.07,4.15,24.25,47.14,50.78,22.59,28.76,66.12,14.82,38.46,55.72,26.99,8.49,83.4,15.97,43.15,64.23,21.64,57.65,66.2,30.0,55.97,58.92,17.23,36.32,73.03,28.78,60.06,28.45,8.76,44.89,58.43,64.05,Medium,Yes,68.1
STU-1073,CSE,79.42,7.29,7.57,24.63,20.1,63.78,91.44,20.87,22.14,67.13,20.34,51.25,67.25,23.3,18.71,52.79,15.62,65.6,94.64,12.03,22.22,87.03,17.8,65.5,86.87,24.58,32.67,83.86,30.0,47.13,78.97,17.82,20.97,68.43,62.16,Medium,Yes,57.8
STU-1074,CSE,88.84,7.61,21.33,-7.11,15.54,20.34,73.4,7.76,33.26,95.59,18.42,40.32,96.51,28.44,70.0,90.28,18.59,38.8,94.75,19.22,42.71,87.97,15.29,10.02,82.15,27.29,66.16,98.24,17.53,33.14,100.0,14.58,45.59,100.0,61.66,Medium,Yes,66.9
STU-1075,CSE,84.9,7.32,-0.62,1.91,20.62,40.6,96.5,20.36,47.94,100.0,7.28,50.38,77.24,18.96,46.69,78.15,21.14,50.78,86.94,20.56,43.24,83.92,20.4,30.86,97.6,19.54,38.95,88.86,19.43,63.64,93.85,20.46,59.08,87.25,67.15,Medium,No,33.8
STU-1076,CSE,100.0,7.46,-13.44,11.35,14.23,58.35,81.0,2.42,55.47,100.0,21.88,65.84,99.75,18.11,56.95,92.86,18.81,48.79,100.0,18.33,37.64,88.8,16.06,70.0,97.34,20.95,22.63,100.0,15.69,27.37,99.39,15.54,50.47,84.88,67.13,Medium,No,53.0
STU-1077,CSE,63.55,5.77,-13.45,-31.02,25.69,59.1,62.36,11.72,32.82,64.17,13.95,29.28,74.04,20.77,46.85,68.82,19.18,44.11,68.11,24.04,52.47,78.15,20.12,24.79,74.43,18.77,33.47,70.67,21.85,25.82,70.25,29.37,49.85,60.99,59.84,Medium,No,97.5
STU-1078,CSE,54.31,6.34,7.77,-7.83,11.65,70.0,49.14,12.96,46.66,64.4,26.18,34.92,53.33,20.0,59.65,60.24,21.35,58.72,40.69,22.1,48.32,53.81,18.75,47.01,48.61,30.0,65.38,65.24,17.35,30.64,52.19,20.57,23.27,59.11,67.89,Medium,Yes,41.5
STU-1079,CSE,60.08,7.32,-0.6,5.47,25.41,11.46,51.08,26.14,50.61,51.42,23.68,36.09,57.72,14.31,45.25,70.27,17.61,54.68,59.59,25.4,38.05,75.64,23.41,48.66,62.89,17.68,37.06,62.71,14.01,35.97,50.71,22.86,53.81,72.76,65.05,Medium,Yes,55.8
STU-1080,CSE,84.91,7.3,8.77,-43.45,18.33,32.88,70.21,21.35,65.95,84.16,20.13,44.91,87.45,24.99,70.0,89.89,22.82,41.41,83.83,19.39,39.51,86.18,23.12,45.95,82.1,20.63,30.6,92.94,17.93,27.68,89.52,22.56,32.1,91.14,66.64,Medium,No,85.5
STU-1081,CSE,82.47,6.82,-5.34,-14.65,23.17,70.0,80.12,19.73,35.9,87.41,19.98,59.82,78.13,22.36,41.43,64.04,23.14,18.78,80.87,19.28,44.87,82.94,20.19,50.45,81.38,30.0,39.86,70.24,12.95,54.87,66.55,13.95,24.69,87.04,66.08,Medium,Yes,79.5
STU-1082,CSE,76.53,7.29,8.31,16.51,26.65,30.84,80.75,6.82,33.83,82.56,18.44,59.91,54.2,16.33,51.79,80.94,22.58,48.11,65.09,16.1,70.0,63.94,12.92,55.2,65.94,28.96,70.0,74.12,21.55,17.63,86.85,8.81,24.91,77.72,65.79,Medium,Yes,54.2
STU-1083,CSE,58.16,7.57,-1.58,15.04,22.74,22.74,52.73,11.69,40.24,50.15,16.82,54.77,60.97,22.81,43.06,65.32,19.82,37.63,63.86,17.88,40.06,68.84,24.87,40.54,66.88,13.61,40.63,50.64,19.99,56.02,63.71,22.1,47.06,56.56,63.31,Medium,Yes,39.1
STU-1084,CSE,86.5,8.57,-7.33,5.61,26.01,21.8,79.84,22.06,67.92,83.04,18.7,25.65,81.09,23.54,68.69,83.57,16.01,46.05,70.36,26.18,26.54,89.64,21.49,54.42,89.06,20.01,51.43,94.85,28.98,28.46,68.11,12.27,17.8,74.51,65.8,Medium,Yes,65.2
STU-1085,CSE,56.63,7.38,-4.01,13.23,13.37,38.75,65.18,23.13,35.67,51.27,30.0,53.92,58.36,20.61,40.66,76.66,19.05,47.24,40.14,16.82,36.74,61.49,16.12,45.72,50.57,14.5,27.88,54.9,20.52,42.09,48.3,19.31,40.16,46.21,63.33,Medium,Yes,42.7
STU-1086,CSE,92.38,7.98,-11.97,3.23,20.42,70.0,90.89,12.69,67.03,100.0,27.16,44.37,84.55,15.53,62.12,100.0,15.4,7.2,92.21,15.48,34.39,90.0,22.05,33.29,93.75,19.37,10.42,97.83,17.74,26.04,85.12,21.01,45.69,98.83,62.92,Medium,Yes,75.0
STU-1087,CSE,100.0,6.85,19.89,8.33,22.18,27.43,70.46,20.6,54.46,97.98,23.3,29.98,96.54,15.4,55.46,90.9,30.0,37.47,100.0,17.55,65.06,100.0,18.38,49.12,100.0,21.52,31.19,100.0,16.26,47.26,92.13,21.86,18.17,88.78,64.26,Medium,No,35.7
STU-1088,CSE,80.5,8.19,-0.96,-4.73,16.03,42.6,65.38,15.58,56.67,89.47,7.33,36.2,93.25,21.93,51.11,86.14,15.21,48.21,85.21,20.54,39.1,80.02,14.3,54.21,66.14,15.92,55.23,83.4,17.58,19.31,80.04,16.85,52.21,75.33,65.89,Medium,Yes,61.2
STU-1089,CSE,83.75,7.95,6.45,1.74,11.25,24.24,79.48,20.54,27.54,76.16,23.96,61.64,86.52,18.57,35.68,89.14,18.42,58.8,93.47,22.05,37.54,79.54,11.78,44.21,82.91,13.11,70.0,89.31,15.8,70.0,78.79,24.15,46.31,79.13,67.47,Medium,Yes,52.5
STU-1090,CSE,67.61,8.54,-5.37,-9.49,18.32,66.55,76.37,19.39,14.25,70.65,13.77,53.08,60.47,16.95,35.43,77.81,11.17,56.07,71.03,19.64,38.28,72.47,17.8,38.26,68.24,28.6,22.31,72.61,19.28,41.69,52.34,11.22,50.1,54.91,64.15,Medium,Yes,75.3
STU-1091,CSE,47.85,8.36,-10.52,18.95,25.08,29.76,53.36,17.12,35.64,38.71,22.18,55.73,44.69,22.96,45.19,34.5,21.89,40.49,21.7,18.05,19.6,35.53,18.76,43.87,39.5,22.64,43.28,43.61,20.22,63.08,26.34,26.5,35.75,40.06,67.15,Medium,Yes,68.6
STU-1092,CSE,65.96,8.21,-2.34,22.82,17.99,31.7,55.56,24.23,47.4,46.78,23.37,52.93,51.11,20.9,54.31,49.92,21.43,34.87,71.38,15.33,60.63,63.52,16.93,34.16,74.7,16.38,60.91,68.09,13.07,45.39,66.43,12.91,45.12,71.38,67.85,Medium,No,35.7
STU-1093,CSE,58.61,7.38,11.01,20.7,25.64,61.27,82.5,20.0,53.31,52.54,29.42,31.64,77.0,28.55,33.23,68.97,22.28,38.82,57.25,21.33,50.41,73.55,22.86,33.45,66.04,11.26,39.2,55.7,23.29,70.0,60.78,18.19,34.53,66.96,69.01,Medium,Yes,31.0
STU-1094,CSE,53.29,7.79,-5.21,-6.12,19.03,37.45,62.81,25.85,30.61,38.33,19.51,27.9,40.52,14.8,60.7,59.8,30.0,35.37,66.59,22.47,36.65,51.83,17.19,48.88,63.16,18.16,57.73,66.01,27.47,27.41,52.8,23.55,28.7,40.2,64.12,Medium,Yes,51.0
STU-1095,CSE,100.0,8.78,-8.71,-14.31,19.87,38.81,98.28,17.64,70.0,95.38,22.93,52.78,83.11,27.33,54.39,100.0,25.29,44.28,100.0,10.62,57.26,100.0,21.0,32.37,97.81,18.76,27.91,100.0,27.87,23.68,100.0,17.9,36.96,100.0,69.2,Medium,No,61.0
STU-1096,CSE,79.09,6.72,1.55,19.15,20.45,47.77,67.78,25.45,46.22,85.03,26.07,16.18,85.4,19.18,60.28,71.08,24.68,29.17,83.12,21.42,42.67,68.77,18.16,58.84,93.97,29.77,52.9,81.61,22.24,70.0,84.3,20.44,40.87,77.5,68.05,Medium,No,31.9
STU-1097,CSE,80.7,6.75,4.99,8.16,21.93,33.73,74.43,19.68,38.22,86.66,23.37,48.94,85.59,20.59,0.0,71.94,23.54,32.42,89.25,24.56,41.02,74.79,20.05,44.34,86.97,8.29,33.99,70.57,7.41,37.58,65.7,18.06,37.68,85.23,57.34,Medium,Yes,62.7
STU-1098,CSE,70.36,7.72,16.43,4.93,18.75,19.63,73.83,30.0,61.13,77.16,19.02,37.64,64.76,21.2,27.96,72.57,16.68,19.28,63.59,26.26,47.08,34.84,16.63,58.55,67.38,22.62,39.07,72.2,20.18,35.31,76.08,27.66,50.77,71.4,64.57,Medium,Yes,55.4
STU-1099,CSE,72.41,8.0,3.54,-9.5,15.78,59.07,67.3,22.8,56.43,82.28,25.03,59.55,59.84,15.7,24.41,58.01,27.63,30.21,61.14,19.72,33.81,95.03,18.63,51.68,64.6,11.69,34.07,65.23,16.38,21.0,73.77,18.32,21.87,73.47,62.84,Medium,Yes,68.6
STU-1100,CSE,89.47,6.51,6.44,6.38,23.81,62.97,65.27,16.35,24.44,82.95,26.94,34.09,84.72,15.85,69.39,66.47,17.22,32.02,72.26,25.51,17.95,84.87,19.61,33.74,72.13,19.16,33.57,97.55,22.58,70.0,90.57,22.95,39.62,100.0,62.86,Medium,No,37.1
STU-1101,CSE,74.51,7.41,7.19,-16.28,20.05,43.46,79.92,16.78,37.51,79.91,23.66,53.96,73.71,21.35,59.41,63.58,20.01,1.33,81.92,16.09,33.66,73.3,23.1,70.0,58.98,15.75,48.43,67.25,24.18,42.48,83.37,18.76,53.17,64.94,66.07,Medium,Yes,73.5
STU-1102,CSE,82.96,7.39,-11.53,9.51,29.69,19.51,75.88,12.9,57.0,88.36,13.91,59.96,75.97,21.94,54.33,80.51,24.55,42.84,86.35,18.63,16.98,81.73,15.63,65.88,69.32,26.13,42.32,87.02,13.1,40.37,76.31,30.0,34.66,94.49,66.15,Medium,Yes,71.1
STU-1103,CSE,72.06,4.84,-9.63,20.68,25.84,62.09,66.12,29.02,70.0,75.73,17.67,32.09,76.78,20.32,47.74,58.58,20.16,62.16,80.21,17.93,43.36,57.38,16.67,39.9,78.39,16.47,29.46,79.64,17.89,32.42,80.18,22.29,41.89,68.55,63.13,Medium,No,51.3
